Sentiment,Instagram Comment Text,Clean Instagram Comment Text,Normalized_Text,StopWords,Final
negative,Sakit di otak sama hatinya itu mah dia. Udah gak ada nurani dan urat malunya. Pajak saya loh yang ngegaji orang2 gila hormat ini,sakit di otak sama hatinya itu mah dia udah gak ada nurani dan urat malunya pajak saya loh yang ngegaji orang gila hormat ini,sakit di otak sama hatinya itu mah dia sudah enggak ada nurani dan urat malunya pajak saya loh yang ngegaji manusia gila hormat ini,sakit otak sama hatinya mah enggak nurani urat malunya pajak loh ngegaji manusia gila hormat,sakit otak sama hatinya mah enggak nurani urat malunya pajak loh ngegaji manusia gila hormat
negative,Anak babi bangsat pengen sumpel timah panas ke congor lu biar modar,anak babi bangsat pengen sumpel timah panas ke congor lu biar modar,anak babi bangsat pengin sumpel timah panas ke congor kamu biar modar,anak babi bangsat pengin sumpel timah panas congor kamu biar modar,anak babi bangsat pengin sumpel timah panas congor kamu biar modar
negative,Pengen sumpel timah panas ke congor si anak babi pesek buruk rupa,pengen sumpel timah panas ke congor si anak babi pesek buruk rupa,pengin sumpel timah panas ke congor sih anak babi pesek buruk rupa,pengin sumpel timah panas congor sih anak babi pesek buruk rupa,pengin sumpel timah panas congor sih anak babi pesek buruk rupa
negative,Hey anak bangsat babi pesek buruk rupa keriting.pengen penggal leher lu sampe putus??lumayan buat makanan buaya??,hey anak bangsat babi pesek buruk rupa keriting pengen penggal leher lu sampe putus lumayan buat makanan buaya,hey anak bangsat babi pesek buruk rupa keriting pengin penggal leher kamu sampai putus lumayan buat makanan buaya,hey anak bangsat babi pesek buruk rupa keriting pengin penggal leher kamu putus lumayan buat makanan buaya,hey anak bangsat babi pesek buruk rupa keriting pengin penggal leher kamu putus lumayan buat makanan buaya
negative,"RATU PELAKOR SEJAGAT RAYA, DIMANA2 LONTE YA GAK PUNYA MALU. YG NGERASA LONTE DISINI TOLONG PUNYA MALU DIKIT",ratu pelakor sejagat raya dimana lonte ya gak punya malu yg ngerasa lonte disini tolong punya malu dikit,ratu pelakor sejagat raya dimana lonte ya enggak punya malu yang merasa lonte disini tolong punya malu dikit,ratu pelakor sejagat raya lonte enggak punya malu merasa lonte disini punya malu dikit,ratu pelakor sejagat raya lonte enggak punya malu merasa lonte disini punya malu dikit
negative,Wah ini mahhhh pertemuan buah ranum dan buah busuk ??....dah tau dong yg busuk yg manah ??????????....mentok2nya mah gitu aja kalo pelakor??,wah ini mahh pertemuan buah ranum dan buah busuk dah tau dong yg busuk yg manah mentoknya mah gitu aja kalo pelakor,wah ini mah pertemuan buah ranum dan buah busuk deh tahu dong yang busuk yang manah mentoknya mah begitu saja kalau pelakor,wah mah pertemuan buah ranum buah busuk deh tahu dong busuk manah mentoknya mah kalau pelakor,wah mah pertemuan buah ranum buah busuk deh tahu dong busuk manah mentoknya mah kalau pelakor
negative,"Ah manda mah gatel, ga bisa liyat cowo dikit lgsg disosor.. Begok aje yg mau ama manda . kegatelan jadi cewe",ah manda mah gatel ga bisa liyat cowo dikit lgsg disosor begok aje yg mau ama manda kegatelan jadi cewe,ah manda mah gatel enggak bisa lihat cowok dikit langsung disosor bego saja yang mau sama manda kegatelan jadi cewek,ah manda mah gatel enggak lihat cowok dikit langsung disosor bego mau sama manda kegatelan jadi cewek,ah manda mah gatel enggak lihat cowok dikit langsung disosor bego mau sama manda kegatelan jadi cewek
negative,"Si amanda mukanya ke tante"" umur baru berapa tp muka boros banget .... dasar cabe . Jujur gua mah kgk suka ama ni haltis",si amanda mukanya ke tante umur baru berapa tp muka boros banget dasar cabe jujur gua mah kgk suka ama ni haltis,sih amanda mukanya ke tante umur baru berapa tapi muka boros banget dasar cabai jujur saya mah kgk suka sama nih haltis,sih amanda mukanya tante umur baru berapa muka boros banget dasar cabai jujur mah kgk suka sama nih haltis,sih amanda mukanya tante umur baru berapa muka boros banget dasar cabai jujur mah kgk suka sama nih haltis
negative,"Astagah, demen ama cewek dekil kumel. Ibaratnya dari nagita turun ke att. Nagita kaya emas att kaya barlen",astagah demen ama cewek dekil kumel ibaratnya dari nagita turun ke att nagita kaya emas att kaya barlen,astagah demen sama cewek dekil kumel ibaratnya dari nagita turun ke att nagita kayak emas att kayak barlen,astagah demen sama cewek dekil kumel ibaratnya nagita turun att nagita kayak emas att kayak barlen,astagah demen sama cewek dekil kumel ibaratnya nagita turun att nagita kayak emas att kayak barlen
negative,Alah laki laki jaman skrg sm aja. Sama sama bejat. Mau ustad kek bukan kek gila bgt sm perempuan yg bukan istrinya. Aku stju bgt sm yg di blg ustazah  <USERNAME> . Msuk surga bkan krna poligami. Msh bnyk hal yg kita buat supaya bs jd akhlak baik untuk bs masuk surga. Yaa smoga aja sih perempuan perempuan pelakor diluar sna mendapat azab yg gak diampuni. Yang hidupnya gk bakal selamat dunia akhirat,alah laki laki jaman skrg sm aja sama sama bejat mau ustad kek bukan kek gila bgt sm perempuan yg bukan istrinya aku stju bgt sm yg di blg ustazah username msuk surga bkan krna poligami msh bnyk hal yg kita buat supaya bs jd akhlak baik untuk bs masuk surga yaa smoga aja sih perempuan perempuan pelakor diluar sna mendapat azab yg gak diampuni yang hidupnya gk bakal selamat dunia akhirat,alah laki laki jaman sekarang sama saja sama sama bejat mau ustad kayak bukan kayak gila banget sama perempuan yang bukan istrinya aku setuju banget sama yang di bilang ustazah username masuk surga bukan karena poligami masih banyak hal yang kita buat supaya bisa jadi akhlak baik untuk bisa masuk surga ya semoga saja sih perempuan perempuan pelakor diluar sana mendapat azab yang enggak diampuni yang hidupnya enggak akan selamat dunia akhirat,alah laki laki jaman sekarang sama sama sama bejat mau ustad kayak bukan kayak gila banget sama perempuan bukan istrinya aku setuju banget sama bilang ustazah username masuk surga bukan poligami banyak buat jadi akhlak baik masuk surga semoga sih perempuan perempuan pelakor diluar sana mendapat azab enggak diampuni hidupnya enggak selamat dunia akhirat,alah laki laki jaman sekarang sama sama sama bejat mau ustad kayak bukan kayak gila banget sama perempuan bukan istrinya aku setuju banget sama bilang ustazah username masuk surga bukan poligami banyak buat jadi akhlak baik masuk surga semoga sih perempuan perempuan pelakor diluar sana mendapat azab enggak diampuni hidupnya enggak selamat dunia akhirat
negative,Gilaaaaa pelakor banyak bnget laki2 gatal juga banyak alasan untuk berpoligami woiii mikir pake otak haduh saya pikir dia org pintar tau agama mana baik mana buruk.... Allah menguji kesetiaan dan nafsunya eh malah kaya gtu... Menyakiti istri sama sja menutup pintu rejekimu... Anak istri kau korbankan! Sbg seorg imam keluarga dia telah gagal mmpertahankan rmh tangganya mencoreng nama baik nya sndiri... Smua org suka skrg benci sama dia.. M,gila pelakor banyak bnget laki gatal juga banyak alasan untuk berpoligami woi mikir pake otak haduh saya pikir dia org pintar tau agama mana baik mana buruk allah menguji kesetiaan dan nafsunya eh malah kaya gtu menyakiti istri sama sja menutup pintu rejekimu anak istri kau korbankan sbg seorg imam keluarga dia telah gagal mmpertahankan rmh tangganya mencoreng nama baik nya sndiri smua org suka skrg benci sama dia m,gila pelakor banyak banget laki gatal juga banyak alasan untuk berpoligami woi mikir pakai otak aduh saya pikir dia orang pintar tahu agama mana baik mana buruk allah menguji kesetiaan dan nafsunya eh malah kayak begitu menyakiti istri sama saja menutup pintu rejekimu anak istri anda korbankan sebagai seorang imam keluarga dia telah gagal mmpertahankan rumah tangganya mencoreng nama baik nya sendiri semua orang suka sekarang benci sama dia sama,gila pelakor banyak banget laki gatal banyak alasan berpoligami woi mikir pakai otak aduh pikir orang pintar tahu agama mana baik mana buruk allah menguji kesetiaan nafsunya eh malah kayak menyakiti istri sama menutup pintu rejekimu anak istri korbankan seorang imam keluarga gagal mmpertahankan rumah tangganya mencoreng nama baik nya sendiri semua orang suka sekarang benci sama sama,gila pelakor banyak banget laki gatal banyak alasan berpoligami woi mikir pakai otak aduh pikir orang pintar tahu agama mana baik mana buruk allah menguji kesetiaan nafsunya eh malah kayak menyakiti istri sama menutup pintu rejekimu anak istri korbankan seorang imam keluarga gagal mmpertahankan rumah tangganya mencoreng nama baik nya sendiri semua orang suka sekarang benci sama sama
negative,"Biasalah kalo pelakor banyak yang lbh ancur mukanya dari istri sah.. barang bagus pasti cepat laku, karena pelakor jelek nggak laku makanya ngembat laki orang.. ya udah sama2 GATEL kok.. cocok wes..  <USERNAME>",biasalah kalo pelakor banyak yang lbh ancur mukanya dari istri sah barang bagus pasti cepat laku karena pelakor jelek nggak laku makanya ngembat laki orang ya udah sama gatel kok cocok wes username,biasalah kalau pelakor banyak yang lebih hancur mukanya dari istri sah barang bagus pasti cepat laku karena pelakor jelek enggak laku makanya ngembat laki manusia ya sudah sama gatel kok cocok wes username,biasalah kalau pelakor banyak lebih hancur mukanya istri sah barang bagus cepat laku pelakor jelek enggak laku makanya ngembat laki manusia sama gatel kok cocok wes username,biasalah kalau pelakor banyak lebih hancur mukanya istri sah barang bagus cepat laku pelakor jelek enggak laku makanya ngembat laki manusia sama gatel kok cocok wes username
negative,"lama2 ilfil deh sm ni ertong. caption/ig story nya ngomongin org mlu, org kan jd ambigu nilai si a si b si c. udah gt kaya paling di zholimi, salahinnya depan lawan dong jgn ngmg di status ah. kata nya dewasa ??",lama ilfil deh sm ni ertong caption ig story nya ngomongin org mlu org kan jd ambigu nilai si a si b si c udah gt kaya paling di zholimi salahinnya depan lawan dong jgn ngmg di status ah kata nya dewasa,lama ilfil deh sama nih ertong caption ig cerita nya mengomongkan orang melulu orang akan jadi ambigu nilai sih a sih b sih sih sudah begitu kayak paling di zholimi salahinnya depan lawan dong jangan mengomong di status ah kata nya dewasa,lama ilfil deh sama nih ertong caption ig cerita nya mengomongkan orang melulu orang jadi ambigu nilai sih a sih b sih sih kayak paling zholimi salahinnya depan lawan dong jangan mengomong status ah kata nya dewasa,lama ilfil deh sama nih ertong caption ig cerita nya mengomongkan orang melulu orang jadi ambigu nilai sih a sih b sih sih kayak paling zholimi salahinnya depan lawan dong jangan mengomong status ah kata nya dewasa
negative," <USERNAME> ini lagi pemikiran manusia bodoh, eehhh tante/ibu/oma/empo, otak lu picik bngt ya, dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek2???? stupid human",username ini lagi pemikiran manusia bodoh eeh tante ibu oma empo otak lu picik bngt ya dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek stupid human,username ini lagi pemikiran manusia bodoh eeh tante ibu oma empo otak kamu picik banget ya dia juga manusi biasa ada larangan memang di dunia ini manusia di larang ngungkapin unek stupid human,username pemikiran manusia bodoh eeh tante ibu oma empo otak kamu picik banget manusi biasa larangan memang dunia manusia larang ngungkapin unek stupid human,username pemikiran manusia bodoh eeh tante ibu oma empo otak kamu picik banget manusi biasa larangan memang dunia manusia larang ngungkapin unek stupid human
negative,"Heran deh yg ngatain si via baperan ya wajar lah dese baper karena udin muak sama orang yg munafik sok""an baik sama dese, lah apa kabar yg sering baperan sama laki orang ? Ga pada nyadar diri tuh pemujanya att, bukannya pada gotong royong buat nasehatin att ini malah menggila buat muja"" att dan mojokin viaa. Dese juga manusia keles ahh",heran deh yg ngatain si via baperan ya wajar lah dese baper karena udin muak sama orang yg munafik sok an baik sama dese lah apa kabar yg sering baperan sama laki orang ga pada nyadar diri tuh pemujanya att bukannya pada gotong royong buat nasehatin att ini malah menggila buat muja att dan mojokin viaa dese juga manusia keles ahh,heran deh yang mengatai sih melalui baperan ya wajar lah dese bawa perasaan karena udin muak sama manusia yang munafik berlaga an baik sama dese lah apa kabar yang sering baperan sama laki manusia enggak pada menyadar diri itu pemujanya att bukannya pada gotong royong buat menasihati att ini malah menggila buat muja att dan mojokin viaa dese juga manusia kali ah,heran deh mengatai sih melalui baperan wajar lah dese bawa perasaan udin muak sama manusia munafik berlaga an baik sama dese lah apa kabar sering baperan sama laki manusia enggak menyadar diri pemujanya att bukannya gotong royong buat menasihati att malah menggila buat muja att mojokin viaa dese manusia kali ah,heran deh mengatai sih melalui baperan wajar lah dese bawa perasaan udin muak sama manusia munafik berlaga an baik sama dese lah apa kabar sering baperan sama laki manusia enggak menyadar diri pemujanya att bukannya gotong royong buat menasihati att malah menggila buat muja att mojokin viaa dese manusia kali ah
negative," <USERNAME> itu yg komen via nyinyir mulu duh kyak dia gak pernah nyinyirin orang aja, mungkin lebih parah, kalo org sudah sok bener mah gitu, pdhal ini kan media sosial, hak dia dong instagram juga instagram dia, yg penting kan nyinyir gak pake ig s",username itu yg komen via nyinyir mulu duh kyak dia gak pernah nyinyirin orang aja mungkin lebih parah kalo org sudah sok bener mah gitu pdhal ini kan media sosial hak dia dong instagram juga instagram dia yg penting kan nyinyir gak pake ig s,username itu yang komen melalui nyinyir mulu duh kayak dia enggak pernah nyinyir manusia saja mungkin lebih parah kalau orang sudah berlaga benar mah begitu padahal ini akan media sosial hak dia dong instagram juga instagram dia yang penting akan nyinyir enggak pakai ig sih,username komen melalui nyinyir mulu duh kayak enggak pernah nyinyir manusia mungkin lebih parah kalau orang berlaga benar mah padahal media sosial hak dong instagram instagram penting nyinyir enggak pakai ig sih,username komen melalui nyinyir mulu duh kayak enggak pernah nyinyir manusia mungkin lebih parah kalau orang berlaga benar mah padahal media sosial hak dong instagram instagram penting nyinyir enggak pakai ig sih
negative," <USERNAME> ini lagi pemikiran manusia bodoh, eehhh tante/ibu/oma/empo, otak lu picik bngt ya, dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek2???? stupid human",username ini lagi pemikiran manusia bodoh eeh tante ibu oma empo otak lu picik bngt ya dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek stupid human,username ini lagi pemikiran manusia bodoh eeh tante ibu oma empo otak kamu picik banget ya dia juga manusi biasa ada larangan memang di dunia ini manusia di larang ngungkapin unek stupid human,username pemikiran manusia bodoh eeh tante ibu oma empo otak kamu picik banget manusi biasa larangan memang dunia manusia larang ngungkapin unek stupid human,username pemikiran manusia bodoh eeh tante ibu oma empo otak kamu picik banget manusi biasa larangan memang dunia manusia larang ngungkapin unek stupid human
negative, <USERNAME> bisa nya cuma ngatain org . Nyindir siapa ..netijen goblog banyakan masyako !,username bisa nya cuma ngatain org nyindir siapa netijen goblog banyakan masyako,username bisa nya cuma mengatai orang menyindir siapa netijen goblog banyakan masyako,username nya cuma mengatai orang menyindir siapa netijen goblog banyakan masyako,username nya cuma mengatai orang menyindir siapa netijen goblog banyakan masyako
